(No modificar) Número de OT;(No modificar) Suma de comprobación de fila;(No modificar) Fecha de modificación;Número de orden de trabajo;Fecha de creación;Hora Final SLA;Tipo de incidente principal;VIP (Caso) (Caso);SLA;Walver (Caso) (Caso);Terminal;Denominación;Calle 1;Ciudad;Código postal;Domicilio de la terminal;Estado o provincia;Latitud;Longitud;Modelo del terminal;Zona de servicio
806ca6c0-b90c-ee11-8f6e-002248383caa;5u1Q2+ZQDpJhGlmyUDg8I5LGsd6yBE2FsCzvNZW0+udQYTyd5beL46fIDH2Hs6l7LlCG8fG1UCcDJe7D7yEVhw==;17/06/2023 2:51;OT-LAP2119959;16/06/2023 23:50;26/06/2023 18:00;Insumos papel;No;Lapos OT - Masivo Urbano v2;No;16325717;FERRETERIA OLIVIERI;RECONQUISTA 93;YERBA BUENA (DPTO. TAFI);4107;RECONQUISTA 93;TUCUMAN;-26,81324;-65,29882;N910;Urbano
430b309c-b90c-ee11-8f6e-002248383caa;ihdO99+kGwJChEcb1ETA+OrM7lKybTnXHooOwTLMr2o+Y1gvSeJ8TdAVm44P3w5F9mDTSNmKlxzjoU52i9W+zQ==;17/06/2023 2:50;OT-LAP2119956;16/06/2023 23:49;01/07/2023 11:00;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;16149863;M.K Construccion;Alvarado 533;BELGRANO (SALTA - DPTO. CAPITAL);4400;Alvarado 533;SALTA;-24,78761;-65,40975;N910;Ciudad
a3d2c97d-b90c-ee11-8f6e-002248383caa;ykXvqGEbgUpPECXEQBxhcjC6lk3W2y4N1Ih4jr9NnrRNg1F24qTIp+5K9J5w7ef9+nNtfd4ooFOLxP3npHcknQ==;17/06/2023 2:49;OT-LAP2119953;16/06/2023 23:48;01/07/2023 11:00;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;16125836;Gimnasio;Patricias Argentinas  287;ALTO COMEDERO;4600;Patricias Argentinas  287;JUJUY;;;N910;Ciudad
1bdfa52f-b90c-ee11-8f6e-002248383caa;fcOzHhxPodSDA6EGMie2WZTxX4jbLkkY6aYAdJ7ewwNTFuYIwlFjyhEKuZ9LcjlJQZrxM3plquVYHzjpXfqFqQ==;17/06/2023 2:47;OT-LAP2119945;16/06/2023 23:46;01/07/2023 11:00;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;16111816;Soriuq;1 junta B Los caudillos 8;LA RIOJA;5300;1 junta B Los caudillos 8;LA RIOJA;;;N910;Ciudad
6bf19b78-b80c-ee11-8f6e-002248383caa;1Jm5Sbgo1y+5TNeHUtY4kM6FbPpMzXRj6ljmls7bvkIA6IagWX0lGJH4YiVk9VlKwFoSgyfGu9JbgUGkiFHhiQ==;17/06/2023 2:42;OT-LAP2119926;16/06/2023 23:41;01/07/2023 11:00;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;16052527;AUTOSTYLE;AV YPF 332;SALTA;4400;AV YPF 332;SALTA;;;N910;Ciudad
f1d7956c-b80c-ee11-8f6e-002248383caa;V+xhrRW7nFjL/B0nQPgCH+nkp9O6eGYE2wHh5w8w0WrxdM/bvZqNKPpnYQYNGrw5s4xjIGjyG4qZMejXNProMw==;17/06/2023 2:41;OT-LAP2119924;16/06/2023 23:41;01/07/2023 11:00;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;16050144;MIKA;Escolastico Zegada 1053;SAN SALVADOR DE JUJUY;4600;Escolastico Zegada 1053;JUJUY;;;;Ciudad
2ef19f1f-a30c-ee11-8f6e-002248e0d08c;CNtv6VoIoj0PsDw8Wz9ftaR9eqhOojFCrrmmCA1uuWvaTzL8PAubVDNMajzycFFAR+CF8tug3ijOaPX+Ah1bEA==;17/06/2023 0:09;OT-LAP2119896;16/06/2023 21:08;28/06/2023 20:00;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;47045275;EL CHAQUE?O MUEBLES;RIVADAVIA 79;MONTEROS;4142;RIVADAVIA 79;TUCUMAN;-27,16823;-65,49412;VE_390_PP101_P250;Extra Rural
8006cf32-a20c-ee11-8f6e-002248383558;/L/PZNMj50tEQc6MSrPZRaNwto/vORX+zt1OCs3ldCx6C5oYmZ/uaoAsvLsrVjzPfVH+SiaRdm/QsVfISneqXw==;17/06/2023 0:02;OT-LAP2119893;16/06/2023 21:02;26/06/2023 18:00;Insumos papel;No;Lapos OT - Masivo Urbano v2;No;34258275;ZAPATILLERIA IDEAL;SAN MARTIN 1344;CONCEPCION;4146;SAN MARTIN 1344;TUCUMAN;-27,34586;-65,59145;;Urbano
b4825028-9a0c-ee11-8f6e-0022483839d8;I5Vg3usbUdUS5jP7CLs14QBNYcoO0ldEnXKr1IK/oYkfnMcdnlo+74U52AvOms5zkA4aGpCYCS3CxSNa05q0Yg==;16/06/2023 23:05;OT-LAP2119869;16/06/2023 20:04;26/06/2023 18:00;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16334701;FOSC SRL;SALTA 750;SAN SALVADOR DE JUJUY;4600;SALTA 750;JUJUY;-24,18210;-65,30369;N910;Ciudad
4aea46dc-970c-ee11-8f6e-002248e05778;f19aEOFYFgXnUEUYvBuVPNi93ZBCVeJGvPoXCOFPyuVW69bgzDs2L3wv4cD6SpvHg3VIKNQAw2W65SLHq9qTNw==;16/06/2023 22:48;OT-LAP2119861;16/06/2023 19:48;26/06/2023 17:48;Falla técnica;No;Lapos OT - Masivo Rural v2;No;34166258;TOQUE MAGICO;AVELLANEDA 35;BELLA VISTA;4168;AVELLANEDA 35;TUCUMAN;;;VE_390_PP101_P250;Rural
7883f63f-970c-ee11-8f6e-002248e0db0a;dgTTASYlENHkIhsEyIc5RD2er2Lr7YKgScrrAIRrIB8Ut859J8A7saPrEAuG578Det2meN3d0sxgUr1Z1yjQGg==;17/06/2023 13:30;OT-LAP2119860;16/06/2023 19:43;23/06/2023 10:43;Falla técnica;No;Lapos OT - Masivo Ciudad v2;No;34192437;ELECTRONICA URQUIZA;URQUIZA 511;SALTA;4400;URQUIZA 511;SALTA;-24,79241;-65,41104;VE_390_PP101_P250;Ciudad
72c065c7-940c-ee11-8f6e-00224838333c;kFOIlb33EjHxuyZ8DlJ7g1bUU8xDnXfptz8dEivt/cVa9zEioabiERorQVc8kJnz7s2eqQsLHbJnDkWXcv8MTA==;16/06/2023 22:26;OT-LAP2119846;16/06/2023 19:26;26/06/2023 17:26;Insumos papel;No;Lapos OT - Masivo Rural v2;No;34268265;EGEO;RIO DE LA PLATA 699;PALPALA;4612;RIO DE LA PLATA 699;JUJUY;-24,25722;-65,21553;PAX_S920;Rural
aacbe2e1-930c-ee11-8f6e-000d3ac16540;4BL1oQSgGWzzDPa57E2JXfmUhbqMl2Te3S2CuQBl8dFm62Y5u9oUjZ4Jv8olCbjKszzcNdxGUhv4jcR4WKeivw==;16/06/2023 22:20;OT-LAP2119843;16/06/2023 19:19;23/06/2023 10:19;Falla técnica;No;Lapos OT - Masivo Ciudad v2;No;47461319;EL OUTLET;LIBERTAD 699;SAN SALVADOR DE JUJUY;4600;LIBERTAD 699;JUJUY;-24,18639;-65,31809;VE_390_PP101_P250;Ciudad
49d9039e-900c-ee11-8f6e-002248e0d68a;QfPfBS63xpA4TDy6f3lidM5XzPLp1Xw+xuBkxKm0PdskWI78q+JKk9os3NPgsn6Afg2rxg5mWM+B5ChhqJXjKw==;17/06/2023 12:38;OT-LAP2119824;16/06/2023 18:56;23/06/2023 9:56;Falla técnica;No;Lapos OT - Masivo Urbano v2;No;14051891;CALZADOS TUCUMAN;AV MONSENOR DIAZ 353 0;BANDA DEL RIO SALI;4109;AV MONSENOR DIAZ 353 0;TUCUMAN;;;VE_390_PP101_P250;Urbano
3775c18a-8e0c-ee11-8f6e-002248383caa;dROiCqmf1Ih8Mf9iaWGm1KE0r40zxADanuxvGMaoSHHL8u/dlwyzbwhmRJj3s8feiptGxKMr+pIe2OWBXs5NfA==;17/06/2023 13:27;OT-LAP2119810;16/06/2023 18:41;26/06/2023 16:41;Insumos papel;No;Lapos OT - Masivo Rural v2;No;16079259;LA SUREÑA GRANDES CARNICERIAS;Av. San Martin 1455;VAQUEROS;4401;Av. San Martin 1455;SALTA;-24,79288;-65,42305;N910;Rural
a3a7ba33-8e0c-ee11-8f6e-002248d2defa;LLSz0+pQaQEeU9u9JDKFRKCJLZslxofzJZavnOzEUttnLyK/vwTKi0BU1QYFeodQ4fkshHHUaAsbyCFFiwhtFA==;16/06/2023 21:39;OT-LAP2119807;16/06/2023 18:39;23/06/2023 9:39;Falla técnica;No;Lapos OT - Masivo Ciudad v2;No;34074734;F&F                           ;BALCARCE 349;SAN SALVADOR DE JUJUY;4600;BALCARCE 349;JUJUY;-24,18459;-65,30547;VE_390_PP101_P250;Ciudad
6260c016-8e0c-ee11-8f6e-002248e0d68a;a6mGhHGPb7RwyD6qxjopduUPciuPxqnVWIaZ/LEuet7+uZonGvzdG3xVcduRxZO+BojMasWYm4ZwbOlp/sbQiA==;16/06/2023 21:39;OT-LAP2119806;16/06/2023 18:38;26/06/2023 16:38;Falla técnica;No;Lapos OT - Masivo Rural v2;Sí;34231791;TURMALINA;ALTE  BROWN 360;LULES - TUCUMAN;4128;ALTE  BROWN 360;TUCUMAN;-26,92475;-65,33508;PAX_S920;Rural
8eb8c672-8c0c-ee11-8f6e-002248e0d08c;zGDI6NP/CCi/WDxVMbfQ7iFpXKMF2lFMQaHFBSdp+AiW6D2jjYEf8k6U1TBUWekCZYv49kZhPe9ba0bLRQi2gg==;16/06/2023 21:27;OT-LAP2119781;16/06/2023 18:26;28/06/2023 18:26;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;34282500;ELENAS;HIPOLITO IRIGOYEN 390 - (VILLA LA FLORIDA);INGENIO LA FLORIDA;4117;HIPOLITO IRIGOYEN 390 - (VILLA LA FLORIDA);TUCUMAN;-24,22244;-64,84032;PAX_S920;Extra Rural
5fd60d48-890c-ee11-8f6e-002248e0df68;w9VcVDejZQNleZVliaW92urn/4KTuKqwQ5sWUjSTGQbxXI2sY6p7L5+0yVHK8RwxwGDq87CjaRJm1jfATsFx/w==;16/06/2023 21:04;OT-LAP2119755;16/06/2023 18:03;23/06/2023 9:03;Falla técnica;No;Lapos OT - Masivo Ciudad v2;No;16333419;BENDITO INFIERNO SHOES;LAVALLE GRAL JUAN 683;SAN MIGUEL DE TUCUMAN;4000;LAVALLE GRAL JUAN 683;TUCUMAN;;;N910;Ciudad
7e0f3ce1-880c-ee11-8f6e-00224838333c;QsugBJsw+Qp7+J2akI6mqbeVpysSHN4njnWPZ2GgJdeODHxMDbZeX4r+EbG73IDK529Wpd0c2O/pdAXF/NydaQ==;16/06/2023 21:01;OT-LAP2119626;16/06/2023 18:00;;Recambio de equipo;Sí;Lapos OT VIP - Urbano v2;No;47033562;JAZMIN CHEBAR;Fermin Cariola 42 , local 1160;YERBA BUENA;4107;Fermin Cariola 42 , local 1160;TUCUMAN;-26,81772;-65,28543;;Urbano
8b0f3ce1-880c-ee11-8f6e-00224838333c;oKwOD3u1rsL5uEN0TyLsTSoM7vTqkY7RapZCi5ocxeL3JDKRFg4GbpFE8viYBEM4dl2izFWSwRHoVhZV5edgRg==;16/06/2023 21:01;OT-LAP2119627;16/06/2023 18:00;;Recambio de equipo;Sí;Lapos OT VIP - Urbano v2;No;14157704;JAZMIN CHEBAR;Fermin Cariola 42, local 1160;YERBA BUENA;4107;Fermin Cariola 42, local 1160;TUCUMAN;-26,81772;-65,28543;;Urbano
ec6657da-880c-ee11-8f6e-002248d2defa;GyPTqDQCu6Mm1IqusNHBweVW3G8V9hiPCtZds25MjSZ3XoEVIHVRZpSzlaDrRBAYHWCD0KOLehK7fopyZUIaFA==;16/06/2023 21:01;OT-LAP2119619;16/06/2023 18:00;27/06/2023 17:00;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16338577;COFARAL FCIA MARTINEZ;ALTE GUILLERMO BROWN 282;LULES;4.128;ALTE GUILLERMO BROWN 282;TUCUMAN;;;N910;Rural
a9653ac8-880c-ee11-8f6e-002248383558;efNs3WbnuMuDOTZdOzXlPs5S+xaJ36iXene1nACVFEMbhl7nUToKB+yAfCXkWHnpizndIJ09geRWQSs9CTIUtQ==;16/06/2023 21:02;OT-LAP2119595;16/06/2023 18:00;27/06/2023 17:00;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16338563;PINKY STYLE;CATAMARCA 111;CAFAYATE;4.427;CATAMARCA 111;SALTA;-24,66190;-65,05544;N910;Rural
c534e19d-880c-ee11-8f6e-002248383558;kvyRQGmEi0phnUpVLqONGoMLex+WkATU4bkZOTXiJuHCtksLaxzUVO//S1FOnRuH4t06AYdNVvwVarPcuQFeeA==;16/06/2023 20:59;OT-LAP2119556;16/06/2023 17:59;27/06/2023 16:59;Pendientes de instalación;No;Lapos OT - Masivo Rural v2;No;16338475;DE LA VIA ADRIAN GERARDO;25 DE MAYO 85;CHICOANA;4.423;25 DE MAYO 85;SALTA;-24,78853;-65,41509;N910;Rural
5202dddf-850c-ee11-8f6e-002248e0572b;6og0NLJduidvGG4wJLW6/GJBx7yI1G1lDHDs5F8XOzttwOji3LhJ8wipK5jvQ8qT7qZp19+8dzCWFzsv0MBgjQ==;16/06/2023 20:40;OT-LAP2119520;16/06/2023 17:39;28/06/2023 17:39;Falla técnica;No;Lapos OT - Masivo Extra Rural v2;No;18031247;VETERINARIA EL PALOMAR;AVENIDA SAN MILLAN 695;CERRILLOS;4403;AVENIDA SAN MILLAN 695;SALTA;;;VE_390_PP101_P250;Extra Rural
11de51fd-820c-ee11-8f6e-002248e05778;l7umCDI1UtDQDl3IY5hXs83zf8tXsUtH+BZHLFXkO11NMY7ed2yFfFuKKvYwLzIlisO1pZVFknBNoCYCwa3SCw==;17/06/2023 13:27;OT-LAP2119494;16/06/2023 17:18;22/06/2023 19:18;Falla técnica;No;Lapos OT - Masivo Ciudad v2;No;34199368;CENTRO VETERINARIO TRES CERRIT;LOS ARCES  668;SALTA;4400;LOS ARCES  668;SALTA;-24,76603;-65,39372;VE_390_PP101_P250;Ciudad
207758f1-800c-ee11-8f6e-002248383caa;IGuvcnE8wJpcMNtsRRiNMuh+RArtrwJTNKhwDlveHy8mxIe45cZjcB/xC6ywr2VecMK5pWCf0fJ/HgHhNjTG0Q==;16/06/2023 20:04;OT-LAP2119466;16/06/2023 17:04;26/06/2023 15:04;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16322139;PAMPA                         ;CHACABUCO 630;SAN MIGUEL DE TUCUMAN;4000;CHACABUCO 630;TUCUMAN;-26,83891;-65,20983;N910;Ciudad
432c2fb1-7f0c-ee11-8f6e-002248d2defa;/uRFaVuYdM0/PSSERPXkWhNvDOADO4rPyl64PPnO2yI6q+oZk3AyzEPdwLSwTjg6eJtBy8yhNz9IbW/rKiCp4Q==;16/06/2023 19:55;OT-LAP2119448;16/06/2023 16:55;26/06/2023 14:55;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16305009;DS MERCANTIL II-TUCUMAN;CONGRESO 237;SAN MIGUEL DE TUCUMAN;4000;CONGRESO 237;TUCUMAN;-26,83498;-65,20417;N910;Ciudad
f465c00b-7f0c-ee11-8f6e-000d3ac1611c;Yxg1uA3/HAADeYTXVnAgxbm7oqa4yowUvjuofufLhZI+oYW59upJBLoNwhIGV3bM/M+NYp8sIMx/sr6RzlFKqA==;17/06/2023 13:32;OT-LAP2119443;16/06/2023 16:50;22/06/2023 18:50;Falla técnica;No;Lapos OT - Masivo Ciudad v2;No;34108429;FIRST CLASS;RUTA 51  KM 3-5;SALTA;4400;RUTA 51  KM 3-5;SALTA;-24,85905;-65,45901;VE_390_PP101_P250;Ciudad
31a6860d-7f0c-ee11-8f6e-0022483837ce;Wm9OkDx0KTOjn6cgTNBh/cZ931NgnElSRKZ0H+TZeqAsdSMvfJeQ5HrYDvvLCc0t+d3gGffi9mc61mWFA9D9ag==;16/06/2023 19:51;OT-LAP2119442;16/06/2023 16:50;26/06/2023 14:50;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16322026;PAMPA                         ;CHACABUCO 630;TUCUMAN;4000;CHACABUCO 630;TUCUMAN;;;N910;Ciudad
94e095e9-7e0c-ee11-8f6e-0022483837ce;dO+shTGczlxfmvR/p49apSZ3NLBCy3hNwbyuESeeSgg294V0uzz60jliAWpNU6Ysd+QLO+6jSTj/dkDTcjh6Ww==;16/06/2023 19:50;OT-LAP2119439;16/06/2023 16:49;26/06/2023 14:49;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16200070;CAFe CORRIENTES;CORRIENTES 102;SAN MIGUEL DE TUCUMAN;4000;CORRIENTES 102;TUCUMAN;-26,82370;-65,19816;N910;Ciudad
3ab3226f-7e0c-ee11-8f6e-002248383558;6C5qKZPGDIUc0dqmQlwdBM1CVMepzNPZhIjoY8vuNzm/fsQSNMpVpFGhZGws3666ywfagPei9IKneG8ydWs75Q==;16/06/2023 19:46;OT-LAP2119435;16/06/2023 16:46;26/06/2023 14:46;Insumos papel;No;Lapos OT - Masivo Ciudad v2;No;16199060;CAFe CORRIENTES;BALCARCE 605;SAN MIGUEL DE TUCUMAN;4000;BALCARCE 605;TUCUMAN;-26,82384;-65,19667;N910;Ciudad
167be279-700c-ee11-8f6e-002248383558;GCtUtbBo55n1b9LglztRlmXC/FWJCPIVS6/VfODxkf+SMFfl81GIQTbA1hT0cWyDe3UwC7Cbx3Jm1OMof13eEQ==;16/06/2023 18:06;OT-LAP2119216;16/06/2023 15:06;24/06/2023 15:06;Baja terminal;Sí;Lapos OT VIP - Ciudad v2;No;16061284;SBS TUCUMAN;California 1456;CABA;1289;California 1456;Buenos Aires;-34,64621;-58,37032;N910;Ciudad
797aef6d-700c-ee11-8f6e-002248383558;MIrpxEHpK0zugozRqfbDRwp3gUEx9xsWmBE2k5KcVva7fyfdOAYWuVW7hxVuRjLX+9IB4EOJJakS5h7zpSY6Uw==;16/06/2023 18:06;OT-LAP2119214;16/06/2023 15:05;24/06/2023 15:05;Baja terminal;Sí;Lapos OT VIP - Ciudad v2;No;16061283;SBS TUCUMAN;California 1456;CABA;1289;California 1456;Buenos Aires;-34,64621;-58,37032;N910;Ciudad
bbea3a8d-6d0c-ee11-8f6d-002248e05508;B4ucZVac5jgH97K+ng+LfI/MGAeACaNDbsfYQy24631C0q2a4wqF9SqhnCDDfkBxBxjnVjjWl7riYvvWHSp2ow==;16/06/2023 20:01;OT-LAP2119156;16/06/2023 14:45;22/06/2023 16:45;Pendientes de instalación;No;Lapos OT - Masivo Urbano v2;No;16337285;SUGAR DO;SALTA 1050 piso 1 dpto E;ACONQUIJA;4107;SALTA 1050 piso 1 dpto E;TUCUMAN;;;N910;Urbano
f78e6fb0-6c0c-ee11-8f6e-00224838333c;QPnoMhflN3k1zjz7hDjUk7AcGZ8VX3XHQdYIAup3L4EuPGhlqXfWh13PRv6yYLHW1ebk5D45k6lUazXvZxNZ9A==;16/06/2023 17:39;OT-LAP2119149;16/06/2023 14:39;30/06/2023 16:39;Baja terminal;No;Lapos OT - Masivo Ciudad v2;No;16122605;CERRITOS Y CHIRIMOYA;LAS PALMERAS  632;SALTA;4400;LAS PALMERAS  632;SALTA;;;N910;Ciudad
4d3ffbde-690c-ee11-8f6e-002248e05aaf;F/cXJLYR4X7tAqZaLCd8FxfUJ0X2aQzvtnQcbeHP7RJiGGv+cOhLbq42xwQJo+f38e9Fi0ROdb9QlbNeDfDhjQ==;16/06/2023 17:19;OT-LAP2119106;16/06/2023 14:18;;Recambio de equipo;Sí;Lapos OT VIP - Urbano v2;No;34110557;MI NUEVA ESTANCIA;CAMINO DEL PERU 794;YERBA BUENA;4107;CAMINO DEL PERU 794;TUCUMAN;;;;Urbano
c4a66f52-690c-ee11-8f6e-0022483837ce;9cVsYPtGG4Wj0d/QqHjX2S+i89NjXmUi+C2mxInKgrV2tjFrgqlxpLETQulXl+HRXLhneniclO+Xpi89NvIiqA==;16/06/2023 17:16;OT-LAP2119078;16/06/2023 14:15;28/06/2023 14:15;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16338356;CARNICERIA SALVA;JULIO CORNEJO 201 PB LOC . . .;CAMPO SANTO;4.432;JULIO CORNEJO 201 PB LOC . . .;SALTA;-24,66838;-65,04597;;Extra Rural
c26fab3a-690c-ee11-8f6e-00224838333c;VMq5ej0ZKJtOq/xO+sr/vQjPVaI92D9+jtv+5CPPWfuahCVlltAqO30cpei7ozzI3vUrKow6/qf+sIqXvbdcjQ==;17/06/2023 13:24;OT-LAP2119046;16/06/2023 14:14;22/06/2023 16:14;Pendientes de instalación;No;Lapos OT - Masivo Ciudad v2;No;16338331;M & S SRL;MANUEL N SAVIO 854;SALTA;4.400;MANUEL N SAVIO 854;SALTA;-24,78695;-65,41419;N910;Ciudad
448423ab-680c-ee11-8f6e-00224838333c;CAPa0LaCBRAwLEWaf/bmi5AKpYnXsWrVfcfH3QrJwGfqmg1TvRvRi902MtElqHiCgf061dDh4s5z2+ZxD3xpYw==;16/06/2023 17:10;OT-LAP2118998;16/06/2023 14:10;;Recupero por inactividad;No;Lapos OT - Masivo Extra Rural v2;No;34268245;SUPER LUNAS;ELISEO CANTON Y JUAN LUIS NOUGUES;LULES;4128;ELISEO CANTON Y JUAN LUIS NOUGUES;TUCUMAN;;;PAX_S920;Rural
bba08b1c-670c-ee11-8f6e-002248e05aaf;XuSCYRVUwH9nCvjNSW9jwHOlaE8Jsbq+rExxypfnkLUfwRHoem/05O2QU56RfYAE2CFSl+nqPn62kQSRA4lufQ==;17/06/2023 12:41;OT-LAP2118938;16/06/2023 13:59;22/06/2023 15:59;Falla técnica;No;Lapos OT - Masivo Ciudad v2;No;47018478;LUJAN PABLO RUBEN;MENDOZA 949 - L:4 Entre AV. SALTA y CATAMARCA;SAN MIGUEL DE TUCUMAN;4000;MENDOZA 949 - L:4 Entre AV. SALTA y CATAMARCA;TUCUMAN;;;VE_390_PP101_P250;Ciudad
48c49100-670c-ee11-8f6e-00224838333c;mWsBtCxXzAPLJDXFlH6nPC+ugzJuSQ1YjMr0tYssVFiFz+KYDhUHanpQFp5iRqBAQdp6mnxnhzpQCq0kJ0rsrg==;16/06/2023 16:58;OT-LAP2118933;16/06/2023 13:58;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16091646;MUNDI GROUP MS;AV FRAGATA LIBERTAD 34 1 LOC;SANTA ROSA;4723;AV FRAGATA LIBERTAD 34 1 LOC;CATAMARCA;19,41380;-98,90232;N910;Urbano
fecaf282-660c-ee11-8f6e-00224838333c;fcFcNLwaDSp+KJjaVskQaZU3icSk40BczbQrQEVr3oMq1K+9VOxuVeX1w38FKVneTlwa2HJdF2lqCKGTswj5Xw==;16/06/2023 16:55;OT-LAP2118918;16/06/2023 13:55;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16073230;CLI ESTE TIARA MARTINA;PEDRO ORTIZ DE ZARATE 117 PB OF;PALPALA;4612;PEDRO ORTIZ DE ZARATE 117 PB OF;JUJUY;-24,25018;-65,20756;N910;Rural
0434105f-660c-ee11-8f6e-00224838333c;1MHAayPXtSLUk1BTyeT5I6jBxWiNS0NaSBHf1LeoM+iNgT+t0mCvkvmaFgXFpwwvPZRlMiB9WfUbhNfihKD0CA==;16/06/2023 16:54;OT-LAP2118912;16/06/2023 13:53;;Recupero por inactividad;No;Lapos OT - Masivo Extra Rural v2;No;16030711;AL DEMONIO;25 de mayo 179;MANANTIAL;4105;25 de mayo 179;TUCUMAN;;;N910;Extra Rural
f584a763-640c-ee11-8f6e-002248e05acc;gpIoLRTCxIu84LF6+F259ymcYHHDgKz1AckIRNzkYR1A0L1i8mIUtIO+oAUuM3fWm0xbtBApFeLJAhzBV/xbHw==;16/06/2023 21:19;OT-LAP2118883;16/06/2023 13:39;22/06/2023 15:39;Falla técnica;No;Lapos OT - Masivo Urbano v2;No;16320283;IMPERIAL;AYACUCHO 235;SAN FERNANDO DEL VALLE DE CATAMARCA;4700;AYACUCHO 235;CATAMARCA;-28,46380;-65,78442;N910;Urbano
95b69694-600c-ee11-8f6e-002248383558;GU9aXdmfeiV9YZPXApQi7LaXMZgUogsSjAYzv85N4wljJzDi4aPF2XdAxh2mKX+Wtyl0BWpj9CTWzQAyGZLr5A==;16/06/2023 16:13;OT-LAP2118819;16/06/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14148718;LA MERCERIA;CHACABUCO 35;SAN MIGUEL DE TUCUMAN;4.000;CHACABUCO 35;TUCUMAN;-26,83078;-65,20795;VE_390_PP101_P250;
b7dd4594-600c-ee11-8f6e-0022483837ce;opxybj7CtcuheKOK8k+0lfF4iBQtkpTJ+sDMHDCpfByYt5pJ+fLfQRWFK1n0kBEbHHgayNa966w0wkY7moI0cw==;16/06/2023 16:13;OT-LAP2118808;16/06/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35461105;FLORES ALEJANDRO HECTOR HERNAN;AV. LIBERTAD  BO SAN MARTIN NRO. 225;PALPALA;4.612;AV. LIBERTAD  BO SAN MARTIN NRO. 225;JUJUY;-24,27286;-65,20558;LI_8320;
22cecd89-600c-ee11-8f6e-0022483839d8;Z0kW4jlbZgdO71TID6L1oSbAL2nL/pf3gu1a6BJdrmXtgkNg05kjatjGQaqoGfgVM3Lg+B4Wa+lTYTbhn3OBFg==;16/06/2023 16:13;OT-LAP2118788;16/06/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14071851;GOOD LIFE;CORDOBA 221;SAN MIGUEL DE TUCUMAN;4.000;CORDOBA 221;TUCUMAN;-26,82761;-65,19984;VE_390_PP101_P250;
a8f2668b-600c-ee11-8f6e-00224838333c;WHArQvkL3kBgBZhhc7gyfXbtMRuIcDijrhfRTa3yQUCYQF7sj51XhEYllWt7sHh1hhtg0vQ669oP5gm/TlRxJQ==;16/06/2023 16:13;OT-LAP2118772;16/06/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35402753;F. F. Y L. UNT;AV BENJAMIN ARAOZ 800;San Miguel de Tucum?n;4.000;AV BENJAMIN ARAOZ 800;TUCUMAN;;;VE_390_PP101_P250;
ce76d583-600c-ee11-8f6e-0022483839d8;8RhYbWjFXQaYe/MNGa9bbTiygpOKwLYHscgQEnABoTxrvtBKvXyYVmQfr0tJ43UZ+czniOCr/BitQyGFZAxOdA==;16/06/2023 16:13;OT-LAP2118757;16/06/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;17401862;VALDEZ MARCELA PAOLA;AVENIDA MITRE 230;SAN MIGUEL DE TUCUMAN;4.000;AVENIDA MITRE 230;TUCUMAN;-26,82486;-65,21788;VE_390_PP101_P250;
451c7085-600c-ee11-8f6e-002248d2defa;QU3JAUy2JXHrShKFQnW9pGC0vjkRomtTne7JVbQ7uObeFwuB0TozvboOBuGBIN/AHEt3iE3J3Wv3qpKaZoDV+w==;16/06/2023 16:13;OT-LAP2118740;16/06/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14079244;HOSPEDAJE DON ARTURO;BUSTAMANTE 286;CACHI;4.417;BUSTAMANTE 286;SALTA;;;VE_390_PP101_P250;
c8fc5c82-600c-ee11-8f6e-0022483837ce;to3waPkKz4cX5fOqRU4T7R10USKzagLEOfQIVzqRrWG7U1PbpRtXlGX6cneV7XMtBIX6QxSzfj3gCvz/wtEXnw==;16/06/2023 16:13;OT-LAP2118730;16/06/2023 13:11;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;31401843;OVER GAME;MENDOZA 667 LOC 14;SAN MIGUEL DE TUCUMAN;4.000;MENDOZA 667 LOC 14;TUCUMAN;;;VE_390_PP101_P250;
